date,month,industry,percentage change,industry
Jun-12,54,9,9.5753145,Education and Health
Jun-12,54,10,1.1808118,Leisure and Hospitality
Jun-12,54,11,-1.6860044,Other Services
Jun-12,54,12,-2.1630318,Government
Jul-12,55,2,14.864865,Mining and Logging
Jul-12,55,3,-24.806408,Construction
Jul-12,55,4,-12.956496,Manufacturing
Jul-12,55,5,-4.7765217,"Trade, Transportation and Utilities"
Jul-12,55,6,-11.474868,Information
Jul-12,55,7,-6.0613379,Financial Activities
Jul-12,55,8,-0.49304748,Professional and Business
Jul-12,55,9,9.6813526,Education and Health
Jul-12,55,10,1.4538746,Leisure and Hospitality
Jul-12,55,11,-1.5047135,Other Services
Jul-12,55,12,-2.0602431,Government
Aug-12,56,2,14.72973,Mining and Logging
Aug-12,56,3,-24.686249,Construction
Aug-12,56,4,-12.985596,Manufacturing
Aug-12,56,5,-4.6529908,"Trade, Transportation and Utilities"
Aug-12,56,6,-11.507936,Information
Aug-12,56,7,-5.9888916,Financial Activities
Aug-12,56,8,-0.2991524,Professional and Business
Aug-12,56,9,9.7767878,Education and Health
Aug-12,56,10,1.9557196,Leisure and Hospitality
Aug-12,56,11,-1.5591007,Other Services
Aug-12,56,12,-1.935109,Government
Sep-12,57,2,14.054054,Mining and Logging
Sep-12,57,3,-24.579439,Construction
Sep-12,57,4,-13.080169,Manufacturing
Sep-12,57,5,-4.5556636,"Trade, Transportation and Utilities"
Sep-12,57,6,-11.706349,Information
Sep-12,57,7,-5.8439989,Financial Activities
Sep-12,57,8,-0.19943494,Professional and Business
Sep-12,57,9,10.063093,Education and Health
Sep-12,57,10,2.3911438,Leisure and Hospitality
Sep-12,57,11,-1.3596809,Other Services
Sep-12,57,12,-2.0244906,Government
Oct-12,58,2,13.108109,Mining and Logging
Oct-12,58,3,-24.325768,Construction
Oct-12,58,4,-13.058344,Manufacturing
Oct-12,58,5,-4.3684959,"Trade, Transportation and Utilities"
Oct-12,58,6,-11.772487,Information
Oct-12,58,7,-5.7232552,Financial Activities
Oct-12,58,8,0.16619578,Professional and Business
Oct-12,58,9,10.524363,Education and Health
Oct-12,58,10,2.4723246,Leisure and Hospitality
Oct-12,58,11,-1.3052937,Other Services
Oct-12,58,12,-2.1451554,Government
Nov-12,59,2,14.324325,Mining and Logging
Nov-12,59,3,-24.11215,Construction
Nov-12,59,4,-13.087443,Manufacturing
Nov-12,59,5,-4.1139479,"Trade, Transportation and Utilities"
Nov-12,59,6,-11.507936,Information
Nov-12,59,7,-5.6266603,Financial Activities
Nov-12,59,8,0.43210903,Professional and Business
Nov-12,59,9,10.529664,Education and Health
Nov-12,59,10,2.6642067,Leisure and Hospitality
Nov-12,59,11,-1.1965193,Other Services
Nov-12,59,12,-2.2434752,Government
Dec-12,60,2,15.135135,Mining and Logging
Dec-12,60,3,-23.578104,Construction
Dec-12,60,4,-12.985596,Manufacturing
Dec-12,60,5,-3.9979038,"Trade, Transportation and Utilities"
Dec-12,60,6,-11.607142,Information
Dec-12,60,7,-5.5059166,Financial Activities
Dec-12,60,8,0.68694258,Professional and Business
Dec-12,60,9,10.842479,Education and Health
Dec-12,60,10,3.1808119,Leisure and Hospitality
Dec-12,60,11,-1.160261,Other Services
Dec-12,60,12,-2.1630318,Government
Jan-13,61,2,15.540541,Mining and Logging
Jan-13,61,3,-23.28438,Construction
Jan-13,61,4,-12.847374,Manufacturing
Jan-13,61,5,-3.8593996,"Trade, Transportation and Utilities"
Jan-13,61,6,-11.772487,Information
Jan-13,61,7,-5.3610239,Financial Activities
Jan-13,61,8,0.91961664,Professional and Business
Jan-13,61,9,11.00684,Education and Health
Jan-13,61,10,3.5793357,Leisure and Hospitality
Jan-13,61,11,-1.0696157,Other Services
Jan-13,61,12,-2.230068,Government
Feb-13,62,2,16.216217,Mining and Logging
Feb-13,62,3,-22.59012,Construction
Feb-13,62,4,-12.687327,Manufacturing
Feb-13,62,5,-3.7995059,"Trade, Transportation and Utilities"
Feb-13,62,6,-10.714286,Information
Feb-13,62,7,-5.2040572,Financial Activities
Feb-13,62,8,1.4126642,Professional and Business
Feb-13,62,9,11.096972,Education and Health
Feb-13,62,10,3.9483395,Leisure and Hospitality
Feb-13,62,11,-1.0514866,Other Services
Feb-13,62,12,-2.1540937,Government
Mar-13,63,2,16.216217,Mining and Logging
Mar-13,63,3,-22.363152,Construction
Mar-13,63,4,-12.658228,Manufacturing
Mar-13,63,5,-3.8331962,"Trade, Transportation and Utilities"
Mar-13,63,6,-10.747355,Information
Mar-13,63,7,-5.1316109,Financial Activities
Mar-13,63,8,1.7173563,Professional and Business
Mar-13,63,9,11.33556,Education and Health
Mar-13,63,10,4.1697416,Leisure and Hospitality
Mar-13,63,11,-1.1965193,Other Services
Mar-13,63,12,-2.2613513,Government
Apr-13,64,2,15.810811,Mining and Logging
Apr-13,64,3,-22.389853,Construction
Apr-13,64,4,-12.658228,Manufacturing
Apr-13,64,5,-3.7096653,"Trade, Transportation and Utilities"
Apr-13,64,6,-10.780423,Information
Apr-13,64,7,-4.9867182,Financial Activities
Apr-13,64,8,2.0552878,Professional and Business
Apr-13,64,9,11.600657,Education and Health
Apr-13,64,10,4.4501843,Leisure and Hospitality
Apr-13,64,11,-1.0877447,Other Services
Apr-13,64,12,-2.292635,Government
May-13,65,2,16.216217,Mining and Logging
May-13,65,3,-22.122831,Construction
May-13,65,4,-12.650953,Manufacturing
May-13,65,5,-3.5861347,"Trade, Transportation and Utilities"
May-13,65,6,-10.383598,Information
May-13,65,7,-4.8297515,Financial Activities
May-13,65,8,2.4319983,Professional and Business
May-13,65,9,11.69079,Education and Health
May-13,65,10,4.7675276,Leisure and Hospitality
May-13,65,11,-0.81580853,Other Services
May-13,65,12,-2.3194494,Government
Jun-13,66,2,16.351351,Mining and Logging
Jun-13,66,3,-21.815754,Construction
Jun-13,66,4,-12.665503,Manufacturing
Jun-13,66,5,-3.421427,"Trade, Transportation and Utilities"
Jun-13,66,6,-10.482804,Information
Jun-13,66,7,-4.7573051,Financial Activities
Jun-13,66,8,2.6314332,Professional and Business
Jun-13,66,9,11.696093,Education and Health
Jun-13,66,10,5.1881919,Leisure and Hospitality
Jun-13,66,11,-0.65264684,Other Services
Jun-13,66,12,-2.5205576,Government
Jul-13,67,2,16.351351,Mining and Logging
Jul-13,67,3,-21.842457,Construction
Jul-13,67,4,-12.825549,Manufacturing
Jul-13,67,5,-3.2866662,"Trade, Transportation and Utilities"
Jul-13,67,6,-10.119047,Information
Jul-13,67,7,-4.5520406,Financial Activities
Jul-13,67,8,2.869647,Professional and Business
Jul-13,67,9,11.88166,Education and Health
Jul-13,67,10,5.4833946,Leisure and Hospitality
Jul-13,67,11,-0.58013052,Other Services
Jul-13,67,12,-2.5116196,Government
Aug-13,68,2,16.756756,Mining and Logging
Aug-13,68,3,-21.682243,Construction
Aug-13,68,4,-12.621854,Manufacturing
Aug-13,68,5,-3.0508347,"Trade, Transportation and Utilities"
Aug-13,68,6,-11.011905,Information
Aug-13,68,7,-4.600338,Financial Activities
Aug-13,68,8,3.0413828,Professional and Business
Aug-13,68,9,12.199778,Education and Health
Aug-13,68,10,5.7712178,Leisure and Hospitality
Aug-13,68,11,-0.4350979,Other Services
Aug-13,68,12,-2.3194494,Government
Sep-13,69,2,17.027027,Mining and Logging
Sep-13,69,3,-21.321762,Construction
Sep-13,69,4,-12.54183,Manufacturing
Sep-13,69,5,-2.80003,"Trade, Transportation and Utilities"
Sep-13,69,6,-10.416667,Information
Sep-13,69,7,-4.6124125,Financial Activities
Sep-13,69,8,3.1798792,Professional and Business
Sep-13,69,9,12.199778,Education and Health
Sep-13,69,10,5.8450184,Leisure and Hospitality
Sep-13,69,11,-0.27193618,Other Services
Sep-13,69,12,-2.3998928,Government
Oct-13,70,2,17.432432,Mining and Logging
Oct-13,70,3,-20.987984,Construction
Oct-13,70,4,-12.410883,Manufacturing
Oct-13,70,5,-2.6690125,"Trade, Transportation and Utilities"
Oct-13,70,6,-10.019841,Information
Oct-13,70,7,-4.5037432,Financial Activities
Oct-13,70,8,3.4347126,Professional and Business
Oct-13,70,9,12.337628,Education and Health
Oct-13,70,10,6.2361622,Leisure and Hospitality
Oct-13,70,11,-0.12690355,Other Services
Oct-13,70,12,-2.4445834,Government
Nov-13,71,2,17.702703,Mining and Logging
Nov-13,71,3,-20.520695,Construction
Nov-13,71,4,-12.178088,Manufacturing
Nov-13,71,5,-2.4294376,"Trade, Transportation and Utilities"
Nov-13,71,6,-9.7883596,Information
Nov-13,71,7,-4.4675198,Financial Activities
Nov-13,71,8,3.8003435,Professional and Business
Nov-13,71,9,12.565612,Education and Health
Nov-13,71,10,6.5830259,Leisure and Hospitality
Nov-13,71,11,-0.054387238,Other Services
Nov-13,71,12,-2.3820164,Government
Dec-13,72,2,17.702703,Mining and Logging
Dec-13,72,3,-20.734312,Construction
Dec-13,72,4,-12.076241,Manufacturing
Dec-13,72,5,-2.0775623,"Trade, Transportation and Utilities"
Dec-13,72,6,-9.9206352,Information
Dec-13,72,7,-4.4433713,Financial Activities
Dec-13,72,8,3.7892637,Professional and Business
Dec-13,72,9,12.560309,Education and Health
Dec-13,72,10,6.7601476,Leisure and Hospitality
Dec-13,72,11,0.18129079,Other Services
Dec-13,72,12,-2.4490526,Government
Jan-14,73,2,18.378378,Mining and Logging
Jan-14,73,3,-19.813084,Construction
Jan-14,73,4,-11.959843,Manufacturing
Jan-14,73,5,-2.0925357,"Trade, Transportation and Utilities"
Jan-14,73,6,-9.9206352,Information
Jan-14,73,7,-4.3950739,Financial Activities
Jan-14,73,8,3.9886987,Professional and Business
Jan-14,73,9,12.661047,Education and Health
Jan-14,73,10,6.9667897,Leisure and Hospitality
Jan-14,73,11,0.36258158,Other Services
Jan-14,73,12,-2.5250268,Government
Feb-14,74,2,18.513514,Mining and Logging
Feb-14,74,3,-19.465954,Construction
Feb-14,74,4,-11.814346,Manufacturing
Feb-14,74,5,-2.1449428,"Trade, Transportation and Utilities"
Feb-14,74,6,-10.05291,Information
Feb-14,74,7,-4.2381067,Financial Activities
Feb-14,74,8,4.3709488,Professional and Business
Feb-14,74,9,12.820105,Education and Health
Feb-14,74,10,7.2029519,Leisure and Hospitality
Feb-14,74,11,0.39883974,Other Services
Feb-14,74,12,-2.466929,Government
Mar-14,75,2,18.918919,Mining and Logging
Mar-14,75,3,-19.06542,Construction
Mar-14,75,4,-11.748873,Manufacturing
Mar-14,75,5,-1.9615183,"Trade, Transportation and Utilities"
Mar-14,75,6,-9.9537039,Information
Mar-14,75,7,-4.2139578,Financial Activities
Mar-14,75,8,4.5870037,Professional and Business
Mar-14,75,9,13.005673,Education and Health
Mar-14,75,10,7.4907751,Leisure and Hospitality
Mar-14,75,11,0.65264684,Other Services
Mar-14,75,12,-2.4579906,Government
Apr-14,76,2,19.729731,Mining and Logging
Apr-14,76,3,-18.518024,Construction
Apr-14,76,4,-11.668849,Manufacturing
Apr-14,76,5,-1.6994834,"Trade, Transportation and Utilities"
Apr-14,76,6,-9.7883596,Information
Apr-14,76,7,-4.1052885,Financial Activities
Apr-14,76,8,4.9858732,Professional and Business
Apr-14,76,9,13.212449,Education and Health
Apr-14,76,10,7.8228784,Leisure and Hospitality
Apr-14,76,11,0.92458302,Other Services
Apr-14,76,12,-2.3820164,Government
May-14,77,2,20,Mining and Logging
May-14,77,3,-18.371162,Construction
May-14,77,4,-11.581551,Manufacturing
May-14,77,5,-1.5609792,"Trade, Transportation and Utilities"
May-14,77,6,-9.9537039,Information
May-14,77,7,-3.9966192,Financial Activities
May-14,77,8,5.2850256,Professional and Business
May-14,77,9,13.509358,Education and Health
May-14,77,10,8.2435427,Leisure and Hospitality
May-14,77,11,1.0152284,Other Services
May-14,77,12,-2.3909545,Government
Jun-14,78,2,20.540541,Mining and Logging
Jun-14,78,3,-18.277704,Construction
Jun-14,78,4,-11.414229,Manufacturing
Jun-14,78,5,-1.3176612,"Trade, Transportation and Utilities"
Jun-14,78,6,-9.5568781,Information
Jun-14,78,7,-3.7913547,Financial Activities
Jun-14,78,8,5.6949754,Professional and Business
Jun-14,78,9,13.737342,Education and Health
Jun-14,78,10,8.4723244,Leisure and Hospitality
Jun-14,78,11,0.94271213,Other Services
Jun-14,78,12,-2.3283875,Government
Jul-14,79,2,21.621622,Mining and Logging
Jul-14,79,3,-17.863819,Construction
Jul-14,79,4,-11.312382,Manufacturing
Jul-14,79,5,-1.12675,"Trade, Transportation and Utilities"
Jul-14,79,6,-9.3915348,Information
Jul-14,79,7,-3.5981648,Financial Activities
Jul-14,79,8,5.9442692,Professional and Business
Jul-14,79,9,13.975929,Education and Health
Jul-14,79,10,8.642066,Leisure and Hospitality
Jul-14,79,11,1.0333575,Other Services
Jul-14,79,12,-2.301573,Government
Aug-14,80,2,22.027027,Mining and Logging
Aug-14,80,3,-17.636848,Construction
Aug-14,80,4,-11.210534,Manufacturing
Aug-14,80,5,-1.0743431,"Trade, Transportation and Utilities"
Aug-14,80,6,-8.9616404,Information
Aug-14,80,7,-3.4411979,Financial Activities
Aug-14,80,8,6.2545013,Professional and Business
Aug-14,80,9,14.198611,Education and Health
Aug-14,80,10,8.8265686,Leisure and Hospitality
Aug-14,80,11,1.2509065,Other Services
Aug-14,80,12,-2.2836969,Government
Sep-14,81,2,22.972973,Mining and Logging
Sep-14,81,3,-17.343124,Construction
Sep-14,81,4,-11.145061,Manufacturing
Sep-14,81,5,-0.92460883,"Trade, Transportation and Utilities"
Sep-14,81,6,-8.8293648,Information
Sep-14,81,7,-3.3204539,Financial Activities
Sep-14,81,8,6.537034,Professional and Business
Sep-14,81,9,14.4425,Education and Health
Sep-14,81,10,9.1881914,Leisure and Hospitality
Sep-14,81,11,1.1965193,Other Services
Sep-14,81,12,-2.2166607,Government
Oct-14,82,2,23.108109,Mining and Logging
Oct-14,82,3,-17.209612,Construction
Oct-14,82,4,-10.977739,Manufacturing
Oct-14,82,5,-0.73744106,"Trade, Transportation and Utilities"
Oct-14,82,6,-8.9285717,Information
Oct-14,82,7,-3.2359333,Financial Activities
Oct-14,82,8,6.7586284,Professional and Business
Oct-14,82,9,14.590955,Education and Health
Oct-14,82,10,9.5940962,Leisure and Hospitality
Oct-14,82,11,1.3234228,Other Services
Oct-14,82,12,-2.2032535,Government
Nov-14,83,2,23.243244,Mining and Logging
Nov-14,83,3,-16.809078,Construction
Nov-14,83,4,-10.650371,Manufacturing
Nov-14,83,5,-0.37059221,"Trade, Transportation and Utilities"
Nov-14,83,6,-8.6970901,Information
Nov-14,83,7,-2.8978508,Financial Activities
Nov-14,83,8,7.2904549,Professional and Business
Nov-14,83,9,14.861354,Education and Health
Nov-14,83,10,9.9040594,Leisure and Hospitality
Nov-14,83,11,1.6134881,Other Services
Nov-14,83,12,-2.1630318,Government
Dec-14,84,2,23.378378,Mining and Logging
Dec-14,84,3,-16.221628,Construction
Dec-14,84,4,-10.512149,Manufacturing
Dec-14,84,5,-0.168451,"Trade, Transportation and Utilities"
Dec-14,84,6,-8.4986773,Information
Dec-14,84,7,-2.8133302,Financial Activities
Dec-14,84,8,7.6893249,Professional and Business
Dec-14,84,9,15.147659,Education and Health
Dec-14,84,10,10.317343,Leisure and Hospitality
Dec-14,84,11,1.7222625,Other Services
Dec-14,84,12,-2.118341,Government
Jan-15,85,2,22.432432,Mining and Logging
Jan-15,85,3,-15.674232,Construction
Jan-15,85,4,-10.388476,Manufacturing
Jan-15,85,5,-0.037433557,"Trade, Transportation and Utilities"
Jan-15,85,6,-8.3002644,Information
Jan-15,85,7,-2.5839169,Financial Activities
Jan-15,85,8,7.8001218,Professional and Business
Jan-15,85,9,15.370341,Education and Health
Jan-15,85,10,10.494465,Leisure and Hospitality
Jan-15,85,11,1.8129079,Other Services
Jan-15,85,12,-2.1228101,Government
Feb-15,86,2,20.540541,Mining and Logging
Feb-15,86,3,-15.260347,Construction
Feb-15,86,4,-10.366652,Manufacturing
Feb-15,86,5,0.12727408,"Trade, Transportation and Utilities"
Feb-15,86,6,-8.0687828,Information
Feb-15,86,7,-2.4752476,Financial Activities
Feb-15,86,8,8.0715752,Professional and Business
Feb-15,86,9,15.69376,Education and Health
Feb-15,86,10,10.94465,Leisure and Hospitality
Feb-15,86,11,1.9941987,Other Services
Feb-15,86,12,-2.1004648,Government
Mar-15,87,2,18.648649,Mining and Logging
Mar-15,87,3,-15.420561,Construction
Mar-15,87,4,-10.323003,Manufacturing
Mar-15,87,5,0.27326494,"Trade, Transportation and Utilities"
Mar-15,87,6,-8.1349211,Information
Mar-15,87,7,-2.3182807,Financial Activities
Mar-15,87,8,8.2876291,Professional and Business
Mar-15,87,9,15.916441,Education and Health
Mar-15,87,10,10.98893,Leisure and Hospitality
Mar-15,87,11,1.9941987,Other Services
Mar-15,87,12,-2.0915267,Government
Apr-15,88,2,16.756756,Mining and Logging
Apr-15,88,3,-15.020027,Construction
Apr-15,88,4,-10.323003,Manufacturing
Apr-15,88,5,0.34813207,"Trade, Transportation and Utilities"
Apr-15,88,6,-7.8042326,Information
Apr-15,88,7,-2.2337599,Financial Activities
Apr-15,88,8,8.6532602,Professional and Business
Apr-15,88,9,16.202747,Education and Health
Apr-15,88,10,11.047971,Leisure and Hospitality
Apr-15,88,11,2.1392314,Other Services
Apr-15,88,12,-2.1004648,Government
May-15,89,2,14.054054,Mining and Logging
May-15,89,3,-14.859813,Construction
May-15,89,4,-10.279354,Manufacturing
May-15,89,5,0.56150335,"Trade, Transportation and Utilities"
May-15,89,6,-7.8373017,Information
May-15,89,7,-2.1250906,Financial Activities
May-15,89,8,9.0299702,Professional and Business
May-15,89,9,16.504957,Education and Health
May-15,89,10,11.461255,Leisure and Hospitality
May-15,89,11,2.2842638,Other Services
May-15,89,12,-2.0647123,Government
Jun-15,90,2,13.378378,Mining and Logging
Jun-15,90,3,-14.846462,Construction
Jun-15,90,4,-10.272079,Manufacturing
Jun-15,90,5,0.75615782,"Trade, Transportation and Utilities"
Jun-15,90,6,-7.7380953,Information
Jun-15,90,7,-1.8715286,Financial Activities
Jun-15,90,8,9.4066811,Professional and Business
Jun-15,90,9,16.828377,Education and Health
Jun-15,90,10,11.601476,Leisure and Hospitality
Jun-15,90,11,2.2298768,Other Services
Jun-15,90,12,-1.9440472,Government
